IBGE,IBGE7,UF,Município,Região,População 2020,Capital,Diário Oficial público?,Disponível desde (data),Link para o DO,Formato,Navegação
431349,4313490,RS,Novo Barreiro,Região Sul,4175,,,,,,
431350,4313508,RS,Osório,Região Sul,46414,,,,,,
431360,4313607,RS,Paim Filho,Região Sul,3778,,,,,,
431365,4313656,RS,Palmares do Sul,Região Sul,11330,,,,,,
431370,4313706,RS,Palmeira Das Missões,Região Sul,33131,,,,,,
431380,4313805,RS,Palmitinho,Região Sul,7056,,,,,,
431390,4313904,RS,Panambi,Região Sul,44128,,,,,,
431395,4313953,RS,Pantano Grande,Região Sul,9083,,,,,,
431400,4314001,RS,Paraí,Região Sul,7727,,,,,,
431402,4314027,RS,Paraíso do Sul,Região Sul,7623,,,,,,
431403,4314035,RS,Pareci Novo,Região Sul,3862,,,,,,
431405,4314050,RS,Parobé,Região Sul,58858,,,,,,
431406,4314068,RS,Passa Sete,Região Sul,5747,,,,,,
431407,4314076,RS,Passo do Sobrado,Região Sul,6574,,,,,,
431410,4314100,RS,Passo Fundo,Região Sul,204722,,,,,,
431413,4314134,RS,Paulo Bento,Região Sul,2299,,,,,,
431415,4314159,RS,Paverama,Região Sul,8515,,,,,,
431417,4314175,RS,Pedras Altas,Região Sul,1954,,,,,,
431420,4314209,RS,Pedro Osório,Região Sul,7706,,,,,,
431430,4314308,RS,Pejuçara,Região Sul,3857,,,,,,
431440,4314407,RS,Pelotas,Região Sul,343132,,,,,,
431442,4314423,RS,Picada Café,Região Sul,5738,,,,,,
431445,4314456,RS,Pinhal,Região Sul,2580,,,,,,
431446,4314464,RS,Pinhal da Serra,Região Sul,1918,,,,,,
431447,4314472,RS,Pinhal Grande,Região Sul,4329,,,,,,
431449,4314498,RS,Pinheirinho do Vale,Região Sul,4899,,,,,,
431450,4314506,RS,Pinheiro Machado,Região Sul,12195,,,,,,
431454,4314548,RS,Pinto Bandeira,Região Sul,3036,,,,,,
431455,4314555,RS,Pirapó,Região Sul,2254,,,,,,
431460,4314605,RS,Piratini,Região Sul,20704,,,,,,
431470,4314704,RS,Planalto,Região Sul,10019,,,,,,
431475,4314753,RS,Poço Das Antas,Região Sul,2101,,,,,,
431477,4314779,RS,Pontão,Região Sul,3901,,,,,,
431478,4314787,RS,Ponte Preta,Região Sul,1524,,,,,,
431480,4314803,RS,Portão,Região Sul,37561,,,,,,
431490,4314902,RS,Porto Alegre,Região Sul,1488252,Capital,,,,,
431500,4315008,RS,Porto Lucena,Região Sul,4594,,,,,,
431505,4315057,RS,Porto Mauá,Região Sul,2352,,,,,,
431507,4315073,RS,Porto Vera Cruz,Região Sul,1308,,,,,,
431510,4315107,RS,Porto Xavier,Região Sul,10194,,,,,,
431513,4315131,RS,Pouso Novo,Região Sul,1612,,,,,,
431514,4315149,RS,Presidente Lucena,Região Sul,2937,,,,,,
431515,4315156,RS,Progresso,Região Sul,6239,,,,,,
431517,4315172,RS,Protásio Alves,Região Sul,1938,,,,,,
431520,4315206,RS,Putinga,Região Sul,3889,,,,,,
431530,4315305,RS,Quaraí,Região Sul,22607,,,,,,
431531,4315313,RS,Quatro Irmãos,Região Sul,1856,,,,,,
431532,4315321,RS,Quevedos,Região Sul,2790,,,,,,
431535,4315354,RS,Quinze de Novembro,Região Sul,3803,,,,,,
431540,4315404,RS,Redentora,Região Sul,11669,,,,,,
431545,4315453,RS,Relvado,Região Sul,2079,,,,,,
431550,4315503,RS,Restinga Seca,Região Sul,15744,,,,,,
431555,4315552,RS,Rio Dos Índios,Região Sul,2660,,,,,,
431560,4315602,RS,Rio Grande,Região Sul,211965,,,,,,
431570,4315701,RS,Rio Pardo,Região Sul,38265,,,,,,
431575,4315750,RS,Riozinho,Região Sul,4676,,,,,,
431580,4315800,RS,Roca Sales,Região Sul,11471,,,,,,
431590,4315909,RS,Rodeio Bonito,Região Sul,5868,,,,,,
431595,4315958,RS,Rolador,Região Sul,2296,,,,,,
431600,4316006,RS,Rolante,Região Sul,21453,,,,,,
431610,4316105,RS,Ronda Alta,Região Sul,10617,,,,,,
431620,4316204,RS,Rondinha,Região Sul,5080,,,,,,
431630,4316303,RS,Roque Gonzales,Região Sul,6797,,,,,,
431640,4316402,RS,Rosário do Sul,Região Sul,39314,,,,,,
431642,4316428,RS,Sagrada Família,Região Sul,2605,,,,,,
431643,4316436,RS,Saldanha Marinho,Região Sul,2622,,,,,,
431645,4316451,RS,Salto do Jacuí,Região Sul,12481,,,,,,
431647,4316477,RS,Salvador Das Missões,Região Sul,2733,,,,,,
431650,4316501,RS,Salvador do Sul,Região Sul,7889,,,,,,
431660,4316600,RS,Sananduva,Região Sul,16328,,,,,,
431670,4316709,RS,Santa Bárbara do Sul,Região Sul,7909,,,,,,
431673,4316733,RS,Santa Cecília do Sul,Região Sul,1634,,,,,,
431675,4316758,RS,Santa Clara do Sul,Região Sul,6681,,,,,,
431680,4316808,RS,Santa Cruz do Sul,Região Sul,131365,,,,,,
431690,4316907,RS,Santa Maria,Região Sul,283677,,,,,,
431695,4316956,RS,Santa Maria do Herval,Região Sul,6364,,,,,,
431697,4316972,RS,Santa Margarida do Sul,Região Sul,2578,,,,,,
431700,4317004,RS,Santana da Boa Vista,Região Sul,8067,,,,,,
431710,4317103,RS,Santana do Livramento,Região Sul,76321,,,,,,
431720,4317202,RS,Santa Rosa,Região Sul,73575,,,,,,
431725,4317251,RS,Santa Tereza,Região Sul,1726,,,,,,
431730,4317301,RS,Santa Vitória do Palmar,Região Sul,29483,,,,,,
431740,4317400,RS,Santiago,Região Sul,49360,,,,,,
431750,4317509,RS,Santo Ângelo,Região Sul,77568,,,,,,
431755,4317558,RS,Santo Antônio do Palma,Região Sul,2123,,,,,,
431760,4317608,RS,Santo Antônio da Patrulha,Região Sul,43171,,,,,,
431770,4317707,RS,Santo Antônio Das Missões,Região Sul,10050,,,,,,
431775,4317756,RS,Santo Antônio do Planalto,Região Sul,2019,,,,,,
431780,4317806,RS,Santo Augusto,Região Sul,13848,,,,,,
431790,4317905,RS,Santo Cristo,Região Sul,14216,,,,,,
431795,4317954,RS,Santo Expedito do Sul,Região Sul,2305,,,,,,
431800,4318002,RS,São Borja,Região Sul,60019,,,,,,
431805,4318051,RS,São Domingos do Sul,Região Sul,3083,,,,,,
431810,4318101,RS,São Francisco de Assis,Região Sul,18205,,,,,,
431820,4318200,RS,São Francisco de Paula,Região Sul,21801,,,,,,
431830,4318309,RS,São Gabriel,Região Sul,62147,,,,,,
431840,4318408,RS,São Jerônimo,Região Sul,24412,,,,,,
431842,4318424,RS,São João da Urtiga,Região Sul,4641,,,,,,
431843,4318432,RS,São João do Polêsine,Região Sul,2543,,,,,,
431844,4318440,RS,São Jorge,Região Sul,2816,,,,,,
431845,4318457,RS,São José Das Missões,Região Sul,2514,,,,,,
431846,4318465,RS,São José do Herval,Região Sul,1943,,,,,,
431848,4318481,RS,São José do Hortêncio,Região Sul,4865,,,,,,
431849,4318499,RS,São José do Inhacorá,Região Sul,2056,,,,,,
431850,4318507,RS,São José do Norte,Região Sul,27721,,,,,,
431860,4318606,RS,São José do Ouro,Região Sul,6922,,,,,,
431861,4318614,RS,São José do Sul,Região Sul,2437,,,,,,
431862,4318622,RS,São José Dos Ausentes,Região Sul,3543,,,,,,
431870,4318705,RS,São Leopoldo,Região Sul,238648,,,,,,
431880,4318804,RS,São Lourenço do Sul,Região Sul,43540,,,,,,
431890,4318903,RS,São Luiz Gonzaga,Região Sul,33293,,,,,,
431900,4319000,RS,São Marcos,Região Sul,21658,,,,,,
431910,4319109,RS,São Martinho,Região Sul,5380,,,,,,
431912,4319125,RS,São Martinho da Serra,Região Sul,3231,,,,,,
431915,4319158,RS,São Miguel Das Missões,Região Sul,7683,,,,,,
431920,4319208,RS,São Nicolau,Região Sul,5208,,,,,,
431930,4319307,RS,São Paulo Das Missões,Região Sul,5720,,,,,,
431935,4319356,RS,São Pedro da Serra,Região Sul,3842,,,,,,
431936,4319364,RS,São Pedro Das Missões,Região Sul,2017,,,,,,
431937,4319372,RS,São Pedro do Butiá,Região Sul,2949,,,,,,
431940,4319406,RS,São Pedro do Sul,Região Sul,16148,,,,,,
431950,4319505,RS,São Sebastião do Caí,Região Sul,25959,,,,,,
431960,4319604,RS,São Sepé,Região Sul,23555,,,,,,
431970,4319703,RS,São Valentim,Região Sul,3259,,,,,,
431971,4319711,RS,São Valentim do Sul,Região Sul,2245,,,,,,
431973,4319737,RS,São Valério do Sul,Região Sul,2729,,,,,,
431975,4319752,RS,São Vendelino,Região Sul,2266,,,,,,
431980,4319802,RS,São Vicente do Sul,Região Sul,8732,,,,,,
431990,4319901,RS,Sapiranga,Região Sul,80037,,,,,,
432000,4320008,RS,Sapucaia do Sul,Região Sul,141808,,,,,,
432010,4320107,RS,Sarandi,Região Sul,24763,,,,,,
432020,4320206,RS,Seberi,Região Sul,10713,,,,,,
432023,4320230,RS,Sede Nova,Região Sul,2891,,,,,,
432026,4320263,RS,Segredo,Região Sul,7444,,,,,,
432030,4320305,RS,Selbach,Região Sul,5107,,,,,,
432032,4320321,RS,Senador Salgado Filho,Região Sul,2770,,,,,,
432035,4320354,RS,Sentinela do Sul,Região Sul,5609,,,,,,
432040,4320404,RS,Serafina Corrêa,Região Sul,17795,,,,,,
432045,4320453,RS,Sério,Região Sul,1924,,,,,,
432050,4320503,RS,Sertão,Região Sul,5315,,,,,,
432055,4320552,RS,Sertão Santana,Região Sul,6537,,,,,,
432057,4320578,RS,Sete de Setembro,Região Sul,1950,,,,,,
432060,4320602,RS,Severiano de Almeida,Região Sul,3631,,,,,,
432065,4320651,RS,Silveira Martins,Região Sul,2374,,,,,,
432067,4320677,RS,Sinimbu,Região Sul,10162,,,,,,
432070,4320701,RS,Sobradinho,Região Sul,15005,,,,,,
432080,4320800,RS,Soledade,Região Sul,31035,,,,,,
432085,4320859,RS,Tabaí,Região Sul,4769,,,,,,
432090,4320909,RS,Tapejara,Região Sul,24552,,,,,,
432100,4321006,RS,Tapera,Região Sul,10577,,,,,,
432110,4321105,RS,Tapes,Região Sul,17332,,,,,,
432120,4321204,RS,Taquara,Região Sul,57584,,,,,,
432130,4321303,RS,Taquari,Região Sul,26885,,,,,,
432132,4321329,RS,Taquaruçu do Sul,Região Sul,3077,,,,,,
432135,4321352,RS,Tavares,Região Sul,5483,,,,,,
432140,4321402,RS,Tenente Portela,Região Sul,13434,,,,,,
432143,4321436,RS,Terra de Areia,Região Sul,11315,,,,,,
432145,4321451,RS,Teutônia,Região Sul,33766,,,,,,
432146,4321469,RS,Tio Hugo,Região Sul,3055,,,,,,
432147,4321477,RS,Tiradentes do Sul,Região Sul,5616,,,,,,
432149,4321493,RS,Toropi,Região Sul,2772,,,,,,
432150,4321501,RS,Torres,Região Sul,39064,,,,,,
432160,4321600,RS,Tramandaí,Região Sul,52632,,,,,,
432162,4321626,RS,Travesseiro,Região Sul,2334,,,,,,
432163,4321634,RS,Três Arroios,Região Sul,2643,,,,,,
432166,4321667,RS,Três Cachoeiras,Região Sul,11115,,,,,,
432170,4321709,RS,Três Coroas,Região Sul,28581,,,,,,
432180,4321808,RS,Três de Maio,Região Sul,23876,,,,,,
432183,4321832,RS,Três Forquilhas,Região Sul,2669,,,,,,
432185,4321857,RS,Três Palmeiras,Região Sul,4251,,,,,,
432190,4321907,RS,Três Passos,Região Sul,23852,,,,,,
432195,4321956,RS,Trindade do Sul,Região Sul,5791,,,,,,
432200,4322004,RS,Triunfo,Região Sul,29856,,,,,,
432210,4322103,RS,Tucunduva,Região Sul,5644,,,,,,
432215,4322152,RS,Tunas,Região Sul,4577,,,,,,
432218,4322186,RS,Tupanci do Sul,Região Sul,1459,,,,,,
432220,4322202,RS,Tupanciretã,Região Sul,24068,,,,,,
432225,4322251,RS,Tupandi,Região Sul,4939,,,,,,
432230,4322301,RS,Tuparendi,Região Sul,7810,,,,,,
432232,4322327,RS,Turuçu,Região Sul,3423,,,,,,
432234,4322343,RS,Ubiretama,Região Sul,1983,,,,,,
432235,4322350,RS,União da Serra,Região Sul,1118,,,,,,
432237,4322376,RS,Unistalda,Região Sul,2321,,,,,,
432240,4322400,RS,Uruguaiana,Região Sul,126866,,,,,,
432250,4322509,RS,Vacaria,Região Sul,66575,,,,,,
432252,4322525,RS,Vale Verde,Região Sul,3515,,,,,,
432253,4322533,RS,Vale do Sol,Região Sul,11828,,,,,,
432254,4322541,RS,Vale Real,Região Sul,5981,,,,,,
432255,4322558,RS,Vanini,Região Sul,2122,,,,,,
432260,4322608,RS,Venâncio Aires,Região Sul,71973,,,,,,
432270,4322707,RS,Vera Cruz,Região Sul,27099,,,,,,
432280,4322806,RS,Veranópolis,Região Sul,26533,,,,,,
432285,4322855,RS,Vespasiano Correa,Região Sul,1795,,,,,,
432290,4322905,RS,Viadutos,Região Sul,4690,,,,,,
432300,4323002,RS,Viamão,Região Sul,256302,,,,,,
432310,4323101,RS,Vicente Dutra,Região Sul,4599,,,,,,
432320,4323200,RS,Victor Graeff,Região Sul,2860,,,,,,
432330,4323309,RS,Vila Flores,Região Sul,3396,,,,,,
432335,4323358,RS,Vila Lângaro,Região Sul,2080,,,,,,
432340,4323408,RS,Vila Maria,Região Sul,4363,,,,,,
432345,4323457,RS,Vila Nova do Sul,Região Sul,4277,,,,,,
432350,4323507,RS,Vista Alegre,Região Sul,2739,,,,,,
432360,4323606,RS,Vista Alegre do Prata,Região Sul,1557,,,,,,
432370,4323705,RS,Vista Gaúcha,Região Sul,2855,,,,,,
432375,4323754,RS,Vitória Das Missões,Região Sul,3092,,,,,,
432377,4323770,RS,Westfalia,Região Sul,3031,,,,,,
432380,4323804,RS,Xangri-lá,Região Sul,16775,,,,,,
500020,5000203,MS,Água Clara,Região Centro-Oeste,15776,,,,,,
500025,5000252,MS,Alcinópolis,Região Centro-Oeste,5417,,,,,,
500060,5000609,MS,Amambaí,Região Centro-Oeste,39826,,,,,,
500070,5000708,MS,Anastácio,Região Centro-Oeste,25237,,,,,,
500080,5000807,MS,Anaurilândia,Região Centro-Oeste,9076,,,,,,
500085,5000856,MS,Angélica,Região Centro-Oeste,10932,,,,,,
500090,5000906,MS,Antônio João,Região Centro-Oeste,9020,,,,,,
500100,5001003,MS,Aparecida do Taboado,Região Centro-Oeste,26069,,,,,,
500110,5001102,MS,Aquidauana,Região Centro-Oeste,48029,,,,,,
500124,5001243,MS,Aral Moreira,Região Centro-Oeste,12332,,,,,,
500150,5001508,MS,Bandeirantes,Região Centro-Oeste,7266,,,,,,
500190,5001904,MS,Bataguassu,Região Centro-Oeste,23325,,,,,,
500200,5002001,MS,Batayporã,Região Centro-Oeste,11349,,,,,,
500210,5002100,MS,Bela Vista,Região Centro-Oeste,24735,,,,,,
500215,5002159,MS,Bodoquena,Região Centro-Oeste,7838,,,,,,
500220,5002209,MS,Bonito,Região Centro-Oeste,22190,,,,,,
500230,5002308,MS,Brasilândia,Região Centro-Oeste,11853,,,,,,
500240,5002407,MS,Caarapó,Região Centro-Oeste,30593,,,,,,
500260,5002605,MS,Camapuã,Região Centro-Oeste,13693,,,,,,
500270,5002704,MS,Campo Grande,Região Centro-Oeste,906092,Capital,,,,,
500280,5002803,MS,Caracol,Região Centro-Oeste,6182,,,,,,
500290,5002902,MS,Cassilândia,Região Centro-Oeste,22002,,,,,,
500295,5002951,MS,Chapadão do Sul,Região Centro-Oeste,25865,,,,,,
500310,5003108,MS,Corguinho,Região Centro-Oeste,6054,,,,,,
500315,5003157,MS,Coronel Sapucaia,Região Centro-Oeste,15352,,,,,,
500320,5003207,MS,Corumbá,Região Centro-Oeste,112058,,,,,,
500325,5003256,MS,Costa Rica,Região Centro-Oeste,21142,,,,,,
500330,5003306,MS,Coxim,Região Centro-Oeste,33459,,,,,,
500345,5003454,MS,Deodápolis,Região Centro-Oeste,12984,,,,,,
500348,5003488,MS,Dois Irmãos do Buriti,Região Centro-Oeste,11467,,,,,,
500350,5003504,MS,Douradina,Região Centro-Oeste,5975,,,,,,
500370,5003702,MS,Dourados,Região Centro-Oeste,225495,,,,,,
500375,5003751,MS,Eldorado,Região Centro-Oeste,12400,,,,,,
500380,5003801,MS,Fátima do Sul,Região Centro-Oeste,19170,,,,,,
500390,5003900,MS,Figueirão,Região Centro-Oeste,3059,,,,,,
500400,5004007,MS,Glória de Dourados,Região Centro-Oeste,9950,,,,,,
500410,5004106,MS,Guia Lopes da Laguna,Região Centro-Oeste,9824,,,,,,
500430,5004304,MS,Iguatemi,Região Centro-Oeste,16176,,,,,,
500440,5004403,MS,Inocência,Região Centro-Oeste,7588,,,,,,
500450,5004502,MS,Itaporã,Região Centro-Oeste,25162,,,,,,
500460,5004601,MS,Itaquiraí,Região Centro-Oeste,21376,,,,,,
500470,5004700,MS,Ivinhema,Região Centro-Oeste,23232,,,,,,
500480,5004809,MS,Japorã,Região Centro-Oeste,9243,,,,,,
500490,5004908,MS,Jaraguari,Região Centro-Oeste,7265,,,,,,
500500,5005004,MS,Jardim,Região Centro-Oeste,26238,,,,,,
500510,5005103,MS,Jateí,Região Centro-Oeste,4021,,,,,,
500515,5005152,MS,Juti,Região Centro-Oeste,6787,,,,,,
500520,5005202,MS,Ladário,Região Centro-Oeste,23689,,,,,,
500525,5005251,MS,Laguna Carapã,Região Centro-Oeste,7419,,,,,,
500540,5005400,MS,Maracaju,Região Centro-Oeste,48022,,,,,,
500560,5005608,MS,Miranda,Região Centro-Oeste,28220,,,,,,
500568,5005681,MS,Mundo Novo,Região Centro-Oeste,18473,,,,,,
500570,5005707,MS,Naviraí,Região Centro-Oeste,55689,,,,,,
500580,5005806,MS,Nioaque,Região Centro-Oeste,13862,,,,,,
500600,5006002,MS,Nova Alvorada do Sul,Região Centro-Oeste,22430,,,,,,
500620,5006200,MS,Nova Andradina,Região Centro-Oeste,55224,,,,,,
500625,5006259,MS,Novo Horizonte do Sul,Região Centro-Oeste,3684,,,,,,
500627,5006275,MS,Paraíso das Águas,Região Centro-Oeste,5654,,,,,,
500630,5006309,MS,Paranaíba,Região Centro-Oeste,42276,,,,,,
500635,5006358,MS,Paranhos,Região Centro-Oeste,14404,,,,,,
500640,5006408,MS,Pedro Gomes,Região Centro-Oeste,7621,,,,,,
500660,5006606,MS,Ponta Porã,Região Centro-Oeste,93937,,,,,,
500690,5006903,MS,Porto Murtinho,Região Centro-Oeste,17298,,,,,,
500710,5007109,MS,Ribas do Rio Pardo,Região Centro-Oeste,24966,,,,,,
500720,5007208,MS,Rio Brilhante,Região Centro-Oeste,38186,,,,,,
500730,5007307,MS,Rio Negro,Região Centro-Oeste,4793,,,,,,
500740,5007406,MS,Rio Verde de Mato Grosso,Região Centro-Oeste,19973,,,,,,
500750,5007505,MS,Rochedo,Região Centro-Oeste,5079,,,,,,
500755,5007554,MS,Santa Rita do Pardo,Região Centro-Oeste,7900,,,,,,
500769,5007695,MS,São Gabriel do Oeste,Região Centro-Oeste,27221,,,,,,
500770,5007703,MS,Sete Quedas,Região Centro-Oeste,10771,,,,,,
500780,5007802,MS,Selvíria,Região Centro-Oeste,6542,,,,,,
500790,5007901,MS,Sidrolândia,Região Centro-Oeste,59245,,,,,,
500793,5007935,MS,Sonora,Região Centro-Oeste,19721,,,,,,
500795,5007950,MS,Tacuru,Região Centro-Oeste,11674,,,,,,
500797,5007976,MS,Taquarussu,Região Centro-Oeste,3588,,,,,,
500800,5008008,MS,Terenos,Região Centro-Oeste,22269,,,,,,
500830,5008305,MS,Três Lagoas,Região Centro-Oeste,123281,,,,,,
500840,5008404,MS,Vicentina,Região Centro-Oeste,6109,,,,,,
510010,5100102,MT,Acorizal,Região Centro-Oeste,5334,,,,,,
510020,5100201,MT,Água Boa,Região Centro-Oeste,26204,,,,,,
510025,5100250,MT,Alta Floresta,Região Centro-Oeste,51959,,,,,,
510030,5100300,MT,Alto Araguaia,Região Centro-Oeste,19385,,,,,,
510035,5100359,MT,Alto Boa Vista,Região Centro-Oeste,6936,,,,,,
510040,5100409,MT,Alto Garças,Região Centro-Oeste,12151,,,,,,
510050,5100508,MT,Alto Paraguai,Região Centro-Oeste,11473,,,,,,
510060,5100607,MT,Alto Taquari,Região Centro-Oeste,11133,,,,,,
510080,5100805,MT,Apiacás,Região Centro-Oeste,10283,,,,,,
510100,5101001,MT,Araguaiana,Região Centro-Oeste,3109,,,,,,
510120,5101209,MT,Araguainha,Região Centro-Oeste,946,,,,,,
510125,5101258,MT,Araputanga,Região Centro-Oeste,16951,,,,,,
510130,5101308,MT,Arenápolis,Região Centro-Oeste,9502,,,,,,
510140,5101407,MT,Aripuanã,Região Centro-Oeste,22714,,,,,,
510160,5101605,MT,Barão de Melgaço,Região Centro-Oeste,8164,,,,,,
510170,5101704,MT,Barra do Bugres,Região Centro-Oeste,35307,,,,,,
510180,5101803,MT,Barra do Garças,Região Centro-Oeste,61135,,,,,,
510185,5101852,MT,Bom Jesus do Araguaia,Região Centro-Oeste,6706,,,,,,
510190,5101902,MT,Brasnorte,Região Centro-Oeste,20140,,,,,,
510250,5102504,MT,Cáceres,Região Centro-Oeste,94861,,,,,,
510260,5102603,MT,Campinápolis,Região Centro-Oeste,16919,,,,,,
510263,5102637,MT,Campo Novo do Parecis,Região Centro-Oeste,36143,,,,,,
510267,5102678,MT,Campo Verde,Região Centro-Oeste,45740,,,,,,
510268,5102686,MT,Campos de Júlio,Região Centro-Oeste,7070,,,,,,
510269,5102694,MT,Canabrava do Norte,Região Centro-Oeste,4728,,,,,,
510270,5102702,MT,Canarana,Região Centro-Oeste,21842,,,,,,
510279,5102793,MT,Carlinda,Região Centro-Oeste,10199,,,,,,
510285,5102850,MT,Castanheira,Região Centro-Oeste,8749,,,,,,
510300,5103007,MT,Chapada Dos Guimarães,Região Centro-Oeste,19453,,,,,,
510305,5103056,MT,Cláudia,Região Centro-Oeste,12245,,,,,,
510310,5103106,MT,Cocalinho,Região Centro-Oeste,5681,,,,,,
510320,5103205,MT,Colíder,Região Centro-Oeste,33649,,,,,,
510325,5103254,MT,Colniza,Região Centro-Oeste,39861,,,,,,
510330,5103304,MT,Comodoro,Região Centro-Oeste,21008,,,,,,
510335,5103353,MT,Confresa,Região Centro-Oeste,31510,,,,,,
510336,5103361,MT,Conquista D´oeste,Região Centro-Oeste,4101,,,,,,
510337,5103379,MT,Cotriguaçu,Região Centro-Oeste,20238,,,,,,
510340,5103403,MT,Cuiabá,Região Centro-Oeste,618124,Capital,,,,,
510343,5103437,MT,Curvelândia,Região Centro-Oeste,5241,,,,,,
510345,5103452,MT,Denise,Região Centro-Oeste,9544,,,,,,
510350,5103502,MT,Diamantino,Região Centro-Oeste,22178,,,,,,
510360,5103601,MT,Dom Aquino,Região Centro-Oeste,8159,,,,,,
510370,5103700,MT,Feliz Natal,Região Centro-Oeste,14522,,,,,,
510380,5103809,MT,Figueirópolis D´oeste,Região Centro-Oeste,3452,,,,,,
510385,5103858,MT,Gaúcha do Norte,Região Centro-Oeste,7782,,,,,,
510390,5103908,MT,General Carneiro,Região Centro-Oeste,5592,,,,,,
510395,5103957,MT,Glória D´oeste,Região Centro-Oeste,3008,,,,,,
510410,5104104,MT,Guarantã do Norte,Região Centro-Oeste,36130,,,,,,
510420,5104203,MT,Guiratinga,Região Centro-Oeste,15245,,,,,,
510450,5104500,MT,Indiavaí,Região Centro-Oeste,2779,,,,,,
510452,5104526,MT,Ipiranga do Norte,Região Centro-Oeste,7920,,,,,,
510454,5104542,MT,Itanhangá,Região Centro-Oeste,6885,,,,,,
510455,5104559,MT,Itaúba,Região Centro-Oeste,3704,,,,,,
510460,5104609,MT,Itiquira,Região Centro-Oeste,13552,,,,,,
510480,5104807,MT,Jaciara,Região Centro-Oeste,27807,,,,,,
510490,5104906,MT,Jangada,Região Centro-Oeste,8451,,,,,,
510500,5105002,MT,Jauru,Região Centro-Oeste,8582,,,,,,
510510,5105101,MT,Juara,Região Centro-Oeste,35121,,,,,,
510515,5105150,MT,Juína,Região Centro-Oeste,41101,,,,,,
510517,5105176,MT,Juruena,Região Centro-Oeste,16335,,,,,,
510520,5105200,MT,Juscimeira,Região Centro-Oeste,11176,,,,,,
510523,5105234,MT,Lambari D´oeste,Região Centro-Oeste,6186,,,,,,
510525,5105259,MT,Lucas do Rio Verde,Região Centro-Oeste,67620,,,,,,
510530,5105309,MT,Luciára,Região Centro-Oeste,2058,,,,,,
510550,5105507,MT,Vila Bela da Santíssima Trindade,Região Centro-Oeste,16271,,,,,,
510558,5105580,MT,Marcelândia,Região Centro-Oeste,10301,,,,,,
510560,5105606,MT,Matupá,Região Centro-Oeste,16793,,,,,,
510562,5105622,MT,Mirassol D´oeste,Região Centro-Oeste,27941,,,,,,
510590,5105903,MT,Nobres,Região Centro-Oeste,15334,,,,,,
510600,5106000,MT,Nortelândia,Região Centro-Oeste,5923,,,,,,
510610,5106109,MT,Nossa Senhora do Livramento,Região Centro-Oeste,13104,,,,,,
510615,5106158,MT,Nova Bandeirantes,Região Centro-Oeste,15685,,,,,,
510617,5106174,MT,Nova Nazaré,Região Centro-Oeste,3932,,,,,,
510618,5106182,MT,Nova Lacerda,Região Centro-Oeste,6751,,,,,,
510619,5106190,MT,Nova Santa Helena,Região Centro-Oeste,3737,,,,,,
510620,5106208,MT,Nova Brasilândia,Região Centro-Oeste,3805,,,,,,
510621,5106216,MT,Nova Canaã do Norte,Região Centro-Oeste,12831,,,,,,
510622,5106224,MT,Nova Mutum,Região Centro-Oeste,46813,,,,,,
510623,5106232,MT,Nova Olímpia,Região Centro-Oeste,20563,,,,,,
510624,5106240,MT,Nova Ubiratã,Região Centro-Oeste,12298,,,,,,
510625,5106257,MT,Nova Xavantina,Região Centro-Oeste,20944,,,,,,
510626,5106265,MT,Novo Mundo,Região Centro-Oeste,9363,,,,,,
510627,5106273,MT,Novo Horizonte do Norte,Região Centro-Oeste,4051,,,,,,
510628,5106281,MT,Novo São Joaquim,Região Centro-Oeste,4938,,,,,,
510629,5106299,MT,Paranaíta,Região Centro-Oeste,11244,,,,,,
510630,5106307,MT,Paranatinga,Região Centro-Oeste,22861,,,,,,
